Unnamed: 0,word1,word2,class
4662,vivaxa,mAnayo,1
4663,na,lakRyeNa,3
4664,su,pUjiwaH,3
4665,SrIsUkwa,uxIriwam,3
4666,xEva,vilasiwam,3
4667,sawawa,jvaram,3
4668,praWama,xarSane,3
4669,su,kqpaNAM,3
4670,a,jIrNe,3
4671,yawi,Xarmam,3
4672,sa,nAWam,1
4673,vimukwa,banXanam,1
4674,Bagna,pqRTAw,1
4675,praNava,AwmikAm,1
4676,vAwa,prakqwayaH,1
4677,manaH,buxXiH,2
4678,vixyA,Alaya,3
4679,praWama,vAram,3
4680,xvaMxva,sqRtAni,3
4681,parama,asinA,3
4682,svapna,xoRAn,3
4683,saM,warjiwAH,3
4684,nyAya,Alaya,3
4685,vyaWiwA,inxriyaH,1
4686,a,prameyaM,3
4687,vacana,SarAH,3
4688,baxXa,parikarA,1
4689,na,AKyAwaH,3
4690,pAnpura,nAmni,1
4691,nIvI,granWim,3
4692,xaMSa,maSakaM,2
4693,a,parisaMKyeyAnAm,3
4694,xuHKa,sparSaH,1
4695,para,AxayaH,1
4696,aBinanxana,granWasya,3
4697,arWa,viniScayam,3
4698,AkaNTa,BariwA,1
4699,upAya,nirUpaNam,3
4700,kArya,akAryeRu,2
4701,sa,wuREH,1
4702,na,rikwakaH,3
4703,rawna,vyAvasAyI,3
4704,xvAxaSa,rAjikA,1
4705,karman,vipAkam,3
4706,aswra,loBAw,3
4707,Barawan,sawwama,3
4708,Xanva,xurgaM,3
4709,waru,walAw,3
4710,maxIya,vapuRi,3
4711,sva,kAvyam,3
4712,aXi,BUwam,0
4713,piwwa,samuxBavAH,3
4714,miWyA,vacoBiH,3
4715,eka,kIrwanI,1
4716,an,uwpawwO,3
4717,yawna,parA,3
4718,Awma,vqwwAnwam,3
4719,SikRiwa,mahilAnAm,3
4720,xivya,AkAraH,1
4721,gahana,kuFje,3
4722,mahaw,vqkREH,3
4723,ApIwa,sArA,1
4724,raWa,pqRTe,3
4725,sva,wejasA,3
4726,samAna,uxarO,1
4727,eka,swamBAyamAnA,3
4728,snigXa,SIwalaH,3
4729,prawi,guruvAsaram,3
4730,sam,AsAxya,3
4731,mAMsa,Bojanasya,3
4732,sugrIva,AxyEH,1
4733,saMyawa,inxriyam,1
4734,viGasa,ASAn,1
4735,vraNiwa,hqxayaH,1
4736,sammawi,pUrvakam,1
4737,kim,suhqw,3
4738,kRawriya,qRaBaH,3
4739,anukUla,avasaram,3
4740,Siwi,kaNTAya,1
4741,anXakAra,pUriwAByAm,3
4742,apewa,BIH,1
4743,capala,ciwwAH,1
4744,su,prasixXA,3
4745,sAXu,asAXu,2
4746,xaSan,aMSena,3
4747,parapoxanA,nAma,1
4748,kAma,AwmakAw,1
4749,sva,puwraM,3
4750,kAFcana,woraNaxvAram,3
4751,xvAra,gupwiH,1
4752,sa,afgam,1
4753,nir,AhArAH,1
4754,pra,cCixya,3
4755,parama,Awmane,1
4756,nir,xAkRiNyam,1
4757,xakRiNa,nAsikAyAm,3
4758,pawi,xevaH,3
4759,agni,praveSAya,3
4760,na,anwa,1
4761,svara,gaNAn,3
4762,yukwa,cewasaH,1
4763,kqRNa,sanniXO,3
4764,jAwa,mawsaraH,1
4765,a,pUrvam,1
4766,xqRta,parAkramasya,1
4767,Ata,upasajjAH,3
4768,pra,vaFcanA,3
4769,waw,puswake,3
4770,jAwa,nirvexaH,1
4771,vixyA,vaSAnAm,1
4772,sa,afgamarxaH,1
4773,pAScAwya,nAmAni,3
4774,wapwa,hqxayaH,1
4775,AveSiwa,cewasAm,1
4776,vIra,lokAn,3
4777,pra,xakRiNam,3
4778,anya,grAme,3
4779,safgrAma,AxO,1
4780,viXi,coxiwAH,3
4781,sam,upAGrAya,3
4782,sa,mawsarAH,1
4783,vi,XanuRO,1
4784,sa,cewanAH,1
4785,CanxaH,aBiXAnam,1
4786,xIrGa,sUwrawA,3
4787,ava,XAraNA,3
4788,upa,hqwA,3
4789,sa,anugraham,1
4790,pIwa,varNam,3
4791,svayaM,praBuH,1
4792,pari,Braman,3
4793,agaswya,BrAwaram,3
4794,kamanIya,kAnwimAn,1
4795,mahA,raWam,1
4796,xayAlu,kakRam,3
4797,laGupawanaka,nAmA,1
4798,pari,avajFAya,3
4799,mana,RaRTAni,1
4800,avanawa,muKyA,1
4801,maw,miwrANi,3
4802,su,ciraM,3
4803,hIna,wejAH,1
4804,na,AsakwaH,3
4805,waw,samIpam,3
4806,yajFa,SIlaH,1
4807,rakwa,maNdalAni,3
4808,na,vinASi,3
4809,sahasra,raSmiH,1
4810,Xarma,SIlEH,1
4811,haMsa,miWunam,3
4812,pra,pUriwA,3
4813,saM,kRipawe,3
4814,bahu,miwrAH,1
4815,svalpa,ceRtasya,1
4816,kalaha,arWam,3
4817,mala,AKyAH,1
4818,nimIliwa,IkRaNA,1
4819,kamala,RaNdAni,3
4820,basa,yAnena,3
4821,Siras,vexanAm,3
4822,xaSa,varReRu,3
4823,sa,prawivAxAn,1
4824,awi,velam,3
4825,hiraNyaka,AxayaH,1
4826,vORat,anwena,1
4827,A,janma,0
4828,cakra,pafkajam,2
4829,xus,karA,3
4830,na,saMBAviwam,3
4831,Sara,varReNa,3
4832,puwra,samA,3
4833,vixiwa,arWA,1
4834,yuvan,rAjaM,3
4835,mahaw,apacAraH,3
4836,lohiwa,nayanaH,1
4837,pApa,niScayaH,1
4838,kRewra,vAsina,3
4839,suhqw,vqwaH,3
4840,sawya,vikramaH,1
4841,xIrGa,sUwrA,1
4842,awi,bAlA,3
4843,kAla,viPalAni,3
4844,varwikAkaraNda,haswA,1
4845,yaWA,kAlaM,0
4846,sarva,viXA,1
4847,bahu,aparAxXam,3
4848,puwra,AxInAm,1
4849,Basma,ABAH,1
4850,vaXU,nirxiRtam,3
4851,nir,XanA,1
4852,sa,ulluNTam,1
4853,oRaXi,AwmA,1
4854,kapAla,pANiH,1
4855,xur,AwmAnam,1
4856,nija,sOKyam,3
4857,Xenu,visqRta,3
4858,nir,kRawriyAM,1
4859,rAma,ukwaH,3
4860,lakRmaNa,yuwam,3
4861,AkramaNa,arWam,3
4862,kqcCra,vyavAya,3
4863,mafgala,haswinA,3
4864,sa,xayA,1
4865,nIla,pakRmANaH,1
4866,sa,xEvaweRu,1
4867,wulya,xoRaH,3
4868,sa,ullAsAH,1
4869,Bagavaw,viRayakaH,3
4870,Agawa,sAXvasaH,1
4871,kaNdu,nAmakaH,1
4872,sanwa,puruRam,3
4873,saxAnanxaJA,mahoxayaH,3
4874,vanya,paSUn,3
4875,Sabxa,AxIn,1
4876,jala,maXye,3
4877,xIrGa,haswaH,1
4878,nAnA,viXA,1
4879,eka,rasA,1
4880,vIra,agresaraH,3
4881,surA,sOvIrakasya,2
4882,aBi,yogam,3
4883,puRkara,akRasya,1
4884,qRi,samiwim,3
4885,awi,ugram,3
4886,viRNu,mUrwwe,3
4887,pAka,xeSIyE,3
4888,na,nirIkRiwAm,3
4889,nis,saraNam,3
4890,Bavaw,sAkRAwkAram,3
4891,pakva,kaRAyaH,3
4892,xeva,mAyAH,3
4893,svakIya,vaswUni,3
4894,nir,ahaMkArAH,1
4895,cawur,bAhuH,1
4896,guNa,anviwasya,3
4897,saM,pariwyakwaH,3
4898,wax,rAjye,3
4899,kRamA,SIlAnAm,1
4900,na,nivAriwam,3
4901,amqwa,Palasya,3
4902,waw,muxraNAya,3
4903,xaNda,nipAwanam,3
4904,na,sanwuRteRu,3
4905,nir,makRika,1
4906,kAma,rUpeNa,1
4907,BAraxvAja,mahoxayena,3
4908,sarva,avasWaH,1
4909,saMnyAsa,pIdiwam,3
4910,ni,pawiwe,3
4911,pAna,Bojanam,2
4912,pUrNa,mAnasaH,1
4913,sasya,SyAmalam,2
4914,amara,racayiwuH,3
4915,na,nyAyam,3
4916,Srowra,AxayaH,1
4917,waw,kapAtO,3
4918,yaWA,wawwvaM,0
4919,miSra,mahABAgam,3
4920,sa,warjanam,1
4921,su,wapasaM,1
4922,rahasya,leKanI,3
4923,aBi,agni,0
4924,kuSa,Ajyam,2
4925,awi,ucCriwe,3
4926,sapwa,xvIpAM,1
4927,sa,praBaH,1
4928,sa,aBiyogam,1
4929,sa,vijFAnam,1
4930,vinIwa,mohaH,1
4931,gupwa,AwmA,1
4932,pUwanA,AxIn,1
4933,vIrya,SulkAm,1
4934,A,pUriwam,3
4935,maXu,yAminIH,3
4936,samApwa,japyaH,1
4937,nAnA,rIwyA,3
4938,sam,wuRtA,3
4939,rAjan,vEBavam,3
4940,uwwama,vewanam,3
4941,avi,kRIram,3
4942,su,snAwAH,3
4943,jalanXara,nAmnA,1
4944,anu,BUwam,0
4945,prawi,gawA,3
4946,garuda,AxyEH,1
4947,muxga,yUReNa,3
4948,Gora,newrAH,1
4949,viXUwa,xuHKA,1
4950,xur,muKasya,1
4951,wanu,gAwri,1
4952,prabuxXa,saMjFam,1
4953,wax,vyasane,3
4954,nIla,patEH,3
4955,nyAya,vicAre,3
4956,Asanna,mawsarAH,1
4957,salila,okasAm,1
4958,XyAna,pUrvakam,1
4959,na,vicaliwaH,3
4960,pra,ukwam,3
4961,wyAga,mUlaM,1
4962,eka,manAH,1
4963,prasanna,muKaH,1
4964,Xana,pottalikAM,3
4965,paviwra,ArohaNAya,3
4966,nir,arWakAH,3
4967,su,XArmikaH,3
4968,Axi,xevena,3
4969,vi,karmaNaH,1
4970,a,SikRiwAnAM,3
4971,pra,lambam,3
4972,nayana,vallaBam,1
4973,nir,viGnA,1
4974,Bukwi,mukwim,2
4975,sa,PANiwAm,1
4976,hqwa,sarvasvaH,1
4977,alpa,pafke,3
4978,anu,guNawayA,0
4979,inxriya,arWAnAM,3
4980,aXva,sevayA,3
4981,nir,arWam,1
4982,avasikwa,afgaM,1
4983,pra,gqhNanwaH,3
4984,na,vaSA,3
4985,baswi,karma,3
4986,SaraNa,Agawam,3
4987,mqga,rAjaM,3
4988,nirvANa,parAH,1
4989,na,priyasya,3
4990,na,waWyaH,3
4991,sa,SarIraH,1
4992,sulaBa,SaraNam,1
4993,sawya,vacanAw_K_lt,3
4994,namas,anwAH,1
4995,yAwa,yAmaM,1
4996,sa,roRAH,1
4997,vara,ORaXEH,3
4998,naRta,saMjFAnAM,1
4999,a,XqwiH,1
5000,AcAra,karmaNAm,1
5001,akRi,gocarIkqwam,3
5002,arxXa,canxram,3
5003,meGa,vAhanaH,1
5004,paviwra,anwarhiwe,1
5005,manwra,SakwyA,3
5006,saha,yAxavAH,1
5007,piwq,vrawAH,3
5008,saMgraha,vigraheNa,2
5009,sa,unmAxAH,1
5010,nis,Cala,1
5011,hanwu,kAmAH,1
5012,sa,xviwIyaM,1
5013,parivarwiwa,veRO,1
5014,xus,CinnaH,3
5015,prawi,akRawaH,0
5016,su,komalam,3
5017,sama,kAlam,1
5018,sa,apekRaH,1
5019,sa,balaM,1
5020,saha,arWaH,1
5021,sa,sAxiBiH,1
5022,anu,arWam,0
5023,sama,vayaskeRu,1
5024,na,lakRiwa,3
5025,saM,vAxaM,3
5026,laGu,AhAraH,1
5027,waWA,viXA,1
5028,mahA,anuBAva,3
5029,afgAra,pUrNABiH,3
5030,sa,garvaM,1
5031,na,samBavaM,3
5032,sa,uxarayoH,1
5033,mahA,arWAnAM,1
5034,prawi,kUlawAm,3
5035,wulya,anwaram,1
5036,pari,vikrayI,0
5037,xvAra,pAlakAH,3
5038,vqwwa,AkArAm,1
5039,kRawa,vikRawasya,3
5040,sahasra,kavacena,3
5041,an,AyuRyANi,3
5042,rAwrim,xinasya,2
5043,kuNTA,AKyA,1
5044,Sava,samIpe,3
5045,kqwa,varwmA,1
5046,sakwa,buxXiH,1
5047,pannaga,aXipaH,3
5048,buxZXi,rUpaH,1
5049,vi,PalaH,1
5050,sam,praXAriwam,3
5051,a,saMBqwya,3
5052,puraH,hiwam,1
5053,sa,bahumAnam,1
5054,vixiwa,aswraH,1
5055,parivarwana,SIlA,1
5056,OYksaParda,nagare,3
5057,vqka,uxaram,1
5058,cANdAla,yuvawayaH,3
5059,arWa,loBAH,1
5060,viSuxXa,manasA,1
5061,cawur,afgiNIm,1
5062,a,varwanam,3
5063,maXya,yAwram,0
5064,pAMsu,muRtiH,1
5065,aXikAra,maxamawwaH,3
5066,mahaw,AwmanA,1
5067,waw,pOwrasya,3
5068,pifgalaka,nAmA,1
5069,arxXa,paxe,3
5070,sa,upacArayA,1
5071,sva,mqwyoH,3
5072,kruxXa,vacasAm,3
5073,pari,RvakwaH,3
5074,Arwa,rUpaH,1
5075,Cinna,mUle,1
5076,heman,AxeH,1
5077,uxvigna,hqxayaM,1
5078,cawurWI,anwaH,1
5079,prawi,vacaH,3
5080,kAma,AwmAnaH,1
5081,xus,SakunAni,3
5082,aBihiwa,pUrvam,1
5083,yaWA,AmnAyaM,0
5084,vaXya,BUmim,3
5085,a,pakwiM,3
5086,waw,viparIwam,3
5087,niH,ucCvAsam,3
5088,eka,ciwwAnAm,1
5089,niyawa,inxriyaH,1
5090,sAXaka,bAXakam,2
5091,sa,aXvasam,1
5092,sa,GqwaM,1
5093,mqRta,kuNdalAH,1
5094,vipaxyamAna,aByuxaye,1
5095,vaswra,upavIwam,2
5096,yaWA,nyAyam,0
5097,saxyaH,prakRAlakAH,0
5098,a,kalmaRaH,1
5099,afga,rakRakaH,3
5100,saMSaya,AwmA,1
5101,puRpa,PalaM,2
5102,a,sparSam,1
5103,kalA,aBijFawA,3
5104,mahA,vIryAw,1
5105,na,sambaxXam,3
5106,nir,ASa,1
5107,iRta,wapasaH,1
5108,xqDa,prawijFaH,1
5109,prawi,xinaM,0
5110,pApa,samAhiwaH,3
5111,ni,vexya,3
5112,xus,karmaNA,3
5113,sa,unnAxam,1
5114,na,prameyam,3
5115,vyakwi,gawam,3
5116,xruwa,gawiH,3
5117,unnawa,grIvA,3
5118,na,sapawnam,1
5119,wapaH,XanEH,1
5120,yaWA,aBilaRiwam,0
5121,vyAyAma,SIlAH,1
5122,vivqwa,vaxanA,1
5123,ApAwa,ramaNIyAnAm,3
5124,sawwva,saMjFaM,1
5125,Baya,kampiwA,3
5126,sahasra,guNaM,1
5127,kaWayiwu,kAmaH,1
5128,kqRNa,aMgArANAm,3
5129,kqwa,AlayAH,1
5130,hAvam,ABaraNaM,1
5131,bIja,saFjFikAm,1
5132,guru,varyeByaH,3
5133,rupyaka,Axi,1
5134,kawipaya,xineByaH,3
5135,nir,janyam,1
5136,Bojana,sevanam,3
5137,pari,Bramawi,3
5138,su,cawurEH,3
5139,Suci,SravAHn,1
5140,ni,grahaH,3
5141,sam,AcCAxiwam,3
5142,Axi,kAle,3
5143,SIla,hInAH,3
5144,sarva,awiSAyina,3
5145,aXaH,SAKam,1
5146,pragawi,AxInAm,1
5147,sam,avalokya,3
5148,vigawa,sAXvasaH,1
5149,muKa,canxram,3
5150,sarva,jagawAm,3
5151,loka,pUjiwa,3
5152,saha,mawiM,1
5153,an,Axi,3
5154,prawipawwi,viSAraxaH,1
5155,su,xqDa,3
5156,uwwAna,pANinA,3
5157,pAka,praSikRiwA,3
5158,sugaTiwa,SarIraH,2
5159,pawi,vrawA,1
5160,pra,sajya,3
5161,BURaNa,Axi,1
5162,Gqwa,AxIn,1
5163,samqxZXa,kAmAH,1
5164,a,GqNI,1
5165,naRta,rajasaH,1
5166,rAjya,SAsanam,3
5167,a,kAmAM,3
5168,nir,xoRaM,1
5169,wIkRNa,xaMRtraM,1
5170,anya,gowraM,1
5171,waw,saviXe,3
5172,Awma,guNaM,3
5173,prApwa,kAmaH,1
5174,na,sUyam,3
5175,kevala,wyAgAw,3
5176,pra,vahanwyA,1
5177,saxqSa,vikramam,1
5178,arxXa,rAwryAm,3
5179,Annaxa,uwsavaH,3
5180,wapo,XarmeNa,1
5181,Bavana,varAn,3
5182,govinxasiMha,praBqwInAm,3
5183,yoga,sAraWiH,1
5184,sawwva,AwmA,1
5185,hawa,vAhanaH,1
5186,pra,BaFjanam,3
5187,BraRta,maweH,1
5188,uxvigna,cewasO,1
5189,vikIrNa,aMSuH,1
5190,sa,balAwkAram,1
5191,a,Srowriye,3
5192,prawikarwu,kAmaH,1
5193,pANi,wale,3
5194,sam,wAdiwa,3
5195,sa,kuRTAw,1
5196,rAjakIya,cikiwsAlaye,3
5197,BIRma,AxayaH,1
5198,nava,yOvanA,3
5199,saMSiwa,vrawAH,1
5200,niH,ASiRam,1
5201,bAhu,jIvinaH,3
5202,sam,AkramaNam,3
5203,joSI,mahoxaya,3
5204,ruXira,ukRiwam,3
5205,pAwa,pravqxXaH,3
5206,pra,XAvan,3
5207,paFcaxaSa,varRa,3
5208,a,hiweByaH,3
5209,vAwa,vikArANAm,3
5210,paryaSru,nayanaM,1
5211,bahu,apaWyaM,1
5212,sawwva,guNaM,1
5213,aBi,uwWiwe,3
5214,evaM,viXA,1
5215,akRi,pAkaH,3
5216,kAla,varRAH,1
5217,jala,secanam,3
5218,nir,xayam,1
5219,a,kAmaH,1
5220,kqwa,samAvarwaH,1
5221,su,SIla,1
5222,a,kRuxraM,3
5223,awi,manyavaH,1
5224,na,karNaXArA,1
5225,sarva,puNyAnAM,3
5226,Xarma,paramaH,1
5227,nyaswa,pAxA,1
5228,capaNduka,mahoxayAH,3
5229,nyAya,rahiwAni,3
5230,vanya,paSavaH,3
5231,na,niRtam,3
5232,vAmana,ISa,3
5233,Bojana,Axi,1
5234,vixiwa,vqwwAnwa,1
5235,viXi,liKiwe,3
5236,wrutiwa,pakRaH,1
5237,prasAxa,AKyAnAM,1
5238,prawi,banXanam,3
5239,xayA,guNaH,3
5240,yajFa,vAhanAH,1
5241,hiMsA,Awmake,1
5242,prawi,vacanam,3
5243,na,sakwa,3
5244,sixXi,asixXayoH,2
5245,mahA,kaRAyeRu,3
5246,na,nyAyyena,3
5247,nagara,AkArEH,1
5248,safga,uwsargAw,2
5249,sa,awisArANAM,1
5250,vESravaNa,upamaH,1
5251,xEwya,balAni,3
5252,sa,hewukEH,1
5253,Sakwi,sampannena,3
5254,ramaNapura,nAmake,1
5255,wulya,jAwIyAH,3
5256,sva,vikramam,1
5257,awi,kaTorA,3
5258,sawya,nAmA,1
5259,manya,mAnaH,1
5260,aBi,XAvan,3
5261,nir,bAXaM,0
5262,cakiwa,nayanA,1
5263,kqSa,uxaram,1
5264,A,jIviwam,0
5265,praWiwa,ojasaH,1
5266,haya,pqRTAw,3
5267,sampUrNa,viSvAsaH,3
5268,waw,suwam,3
5269,kRaya,Awmakam,1
5270,kAla,meGaH,3
5271,vyUDa,uraskaH,1
5272,alpa,xroha,1
5273,mawi,mawAM,1
5274,goxAvarI,wIre,3
5275,piwrA,AxayaH,1
5276,Xarma,yukwaH,3
5277,praxIpwa,arciH,3
5278,brahma,Awmane,3
5279,sarva,xevEH,3
5280,vi,karmANi,3
5281,xeva,yAnena,3
5282,UrXva,afguRTaH,1
5283,rAjya,aBiRekeNa,3
5284,pakva,vixyA,1
5285,mahA,xyuwe,1
5286,BIma,AxyEH,1
5287,xakRiNa,pArSve,3
5288,pAka,yajFEH,3
5289,prIwa,AwmAnaM,1
5290,sva,piwaraM,3
5291,prasanna,hqxayaH,1
5292,sva,jIvane,3
5293,SArfga,AyuXasya,1
5294,kruxXa,muKAH,1
5295,puNdarIka,akRa,1
5296,jiwa,AwmA,1
5297,an,avasWiwam,3
5298,anwar,AwmA,0
5299,sama,vayaskAnAm,1
5300,na,Sakyam,3
5301,yaWA,iRtawaH,0
5302,cariwa,brahmacaryaH,1
5303,kaPa,uxBavAH,3
5304,nir,uwsAham,1
5305,BAva,samSuxXiH,3
5306,yaWA,pUrvam,0
5307,puNya,SIleRu,1
5308,sWiwa,prajFasya,1
5309,mAwq,RaRTAH,1
5310,kqwa,aFjalim,1
5311,sam,uxxiRtaH,3
5312,kuRTa,AxyEH,1
5313,svapna,SIlasya,1
5314,su,xurgam,3
5315,xur,balA,1
5316,jFAna,ArAmasya,1
5317,ku,mArgam,3
5318,sa,malAH,1
5319,kiMnarI,svanAH,1
5320,a,mUlyEH,1
5321,Arxraka,pANayaH,1
5322,su,GoRaGoRAH,3
5323,Arxra,nayanaH,1
5324,granWa,AvaraNe,3
5325,SarIra,nirmukwaH,3
5326,eka,rasAni,1
5327,yaWA,uciwaM,0
5328,sa,mUlam,1
5329,sva,sWAlyAm,3
5330,a,saMgraham,3
5331,vicAra,vimarSam,2
5332,bOxXa,BikRuH,3
5333,KyAwa,vikramaH,1
5334,krUra,koRTAH,1
5335,xIrGa,kAlam,3
5336,anya,kanyARu,3
5337,kRINa,AyuRaH,1
5338,mahaw,ASaya,1
5339,go,Xanam,3
5340,Xarma,xvIpena,1
5341,na,sawsu,3
5342,vaSyaH,AwmA,1
5343,prawi,rOkRyam,0
5344,jAwa,SafkaH,1
5345,sva,sambaxXaH,3
5346,mahaw,Avarwa,3
5347,a,sapawnA,1
5348,nir,vikAram,1
5349,kukRi,samAXmApanena,3
5350,xvaya,ASrayam,3
5351,sarva,rAjFaH,3
5352,Kala,AcAra,3
5353,kqwa,prajFasya,1
5354,su,sUkRmaM,3
5355,SAka,Palam,2
5356,pari,hasanwa,3
5357,BArawIya,nAmasu,3
5358,kqwa,niScayA,1
5359,paFca,upaXAwIwEH,1
5360,na,viMSawyA,3
5361,Saswra,Saswri,1
5362,parama,Ananxe,3
5363,saMSaya,AwmaBiH,1
5364,hqxaya,prIwikaram,3
5365,yaWA,nirxiRta,0
5366,SiRta,AwmAnaH,1
5367,paFca,rAwre,2
5368,Xarma,niRTaH,1
5369,prANa,anwike,1
5370,su,xAruNA,3
5371,sa,parivAreNa,1
5372,pUrva,muKaH,1
5373,BUwa,BAvinI,3
5374,wulya,vqwwiH,1
5375,sa,PalawA,1
5376,Afgala,BARAm,3
5377,bahu,sahasram,3
5378,Binna,amAwyasya,1
5379,vana,AvqwwaH,3
5380,saM,pUjya,3
5381,xoRa,anukarRiNI,3
5382,anna,kaNam,3
5383,sa,garjanayA,1
5384,xIrGa,xarSI,1
5385,kamala,locanam,1
5386,sam,sargAw,3
5387,su,avacCannaH,3
5388,Xarma,ArAmAn,1
5389,viXUwa,pApAm,1
5390,nir,ruXiram,1
5391,wulyA,avasWaH,1
5392,a,rUkRAH,3
5393,sanXyA,kAlAw,3
5394,yaWA,arhaM,0
5395,an,ukwam,3
5396,kqwa,aswra,1
5397,katu,kaRAyaH,3
5398,paFca,viMSawim,3
5399,su,sahAyAH,1
5400,prakqwi,kqpaNAH,3
5401,pariniRTiwa,karmANaH,1
5402,xUrIkaraNa,pUrvakam,1
5403,a,vikAriBiH,3
5404,nara,uwwamEH,3
5405,sahasra,SIrRaH,1
5406,wapo,Xana,1
5407,upa,nyAsa,0
5408,yaWA,samayam,0
5409,arXa,horAm,3
5410,mAMsa,Axikam,1
5411,sam,arWam,3
5412,sarva,pArWivEH,3
5413,a,nqSaMsaH,3
5414,pUrva,AxiwaH,1
5415,sAma,aWarvANam,2
5416,AhAra,viRaye,3
5417,prawi,pawram,0
5418,a,SaswaM,3
5419,gudAkA,ISena,1
5420,Salya,wulya,3
5421,sa,oRNam,1
5422,Xarma,caraNAH,1
5423,pIwa,varNAni,1
5424,yoga,iSvara,3
5425,mqxu,svaBAvaH,1
5426,avyaya,AwmA,1
5427,sa,bahumAnaM,1
5428,buBukRA,mahAmArI,2
5429,saMSiwa,vrawEH,1
5430,garBa,SayaH,3
5431,manxa,BAgyaH,1
5432,muKya,gaMwrI,3
5433,su,laliwaH,3
5434,a,karuNAH,1
5435,bahu,pAnaM,3
5436,uxyawa,xaNdaH,1
5437,Sulka,rASim,3
5438,aNiman,Axim,1
5439,evaM,viXAyAm,1
5440,Saswra,pANiH,1
5441,nir,Akqwim,1
5442,sa,upahiwAH,1
5443,afgaxa,AxyEH,1
5444,na,upamaH,1
5445,prawi,varRa,0
5446,alpa,mUlyasya,1
5447,an,ukweRu,3
5448,Sayana,arWam,3
5449,an,AvqRtiH,3
5450,agaswya,AxyAH,1
5451,xaSa,grIvaH,1
5452,parama,uxAraH,3
5453,vajra,Basma,3
5454,nir,vyUDA,1
5455,kopa,SIlA,1
5456,cawur,Bujam,1
5457,Sabxa,xehAya,1
5458,ananya,gawyA,3
5459,bahir,BAgE,0
5460,BrAnwa,mawiH,1
5461,wanwra,niyawAnAm,3
5462,mukuta,haswam,1
5463,na,vacanIyA,3
5464,sahasra,akRaH,1
5465,sa,gaNaH_BvS,1
5466,saMXi,vigrahaM,2
5467,sahasra,kavacaH,1
5468,sahasra,bAhuH,1
5469,maXye,mArgam,0
5470,uw,SriwAn,3
5471,apara,jIvane,3
5472,sa,PalaH,1
5473,uwwama,saMjFiwam,1
5474,sa,ASafkam,1
5475,jyeRTa,ASramaH,1
5476,mahaw,paNdiwam,3
5477,su,cariwasya,3
5478,yaWA,Agawam,0
5479,vasanwa,mAsam,3
5480,safga,rahiwam,3
5481,a,guNaH,1
5482,prasanna,ciwwaH,1
5483,jalASayAw,anwarASrayaNam,3
5484,snigXa,nIram,3
5485,SaraNa,AgawA,3
5486,a,saMbAXaM,3
5487,sama,PalO,1
5488,prawi,Xvanim,0
5489,na,viBakwaM,3
5490,a,mUlyaH,1
5491,sa,AkAfkRam,1
5492,skanxa,Axyam,1
5493,sawya,parAkrama,1
5494,Bavaw,kakRam,3
5495,vAyu,vegaH,3
5496,rAjA,qRayaH,3
5497,vana,vAsaH,3
5498,gala,praxeSa,3
5499,aXika,sanwApaH,1
5500,arWa,URmaNA,3
5501,maw,ASrayaH,1
5502,na,SarIriNIm,3
5503,wIvra,SAsanaH,1
5504,xuR,praveSAM,1
5505,an,ISvare,3
5506,nava,jIvanam,3
5507,sam,Apawaw,3
5508,yuRmaw,sammuKe,3
5509,prawi,kRaNaM,0
5510,BArawIya,sEnikAnAm,3
5511,sarva,xevawAH,3
5512,vi,karmasu,1
5513,asmaw,vyapASrayaH,1
5514,Awma,vIryAw,3
5515,paryAya,XarmeNa,3
5516,rAjan,kumArIM,3
5517,yuXiRTira,muKAH,1
5518,prawi,akRO,0
5519,Boga,sAmagrIM,3
5520,mlecCa,jAwayaH,1
5521,samuxXawa,lAfgulaH,1
5522,na,iRtAya,3
5523,unmIliwa,newram,1
5524,mawsya,AKyam,1
5525,Arwwa,svareNa,3
5526,axya,praBqwi,0
5527,mahA,BujaH,1
5528,XUrwa,XuraMXareNa,3
5529,awIwa,smqwayaH,3
5530,janaka,mahArAjAya,3
5531,su,praBaM,1
5532,vIra,bAlakasya,3
5533,na,SeRasam,3
5534,kAFcana,afgaxinaH,1
5535,baMga,prAnwasya,3
5536,aXyakRa,mahoxaya,3
5537,nir,AmayaH,1
5538,niH,spqhAH,3
5539,loka,ISa,3
5540,prawi,niXayaH,3
5541,a,saMhAryAn,3
5542,vIrAsana,upaviRtAH,3
5543,su,balinaH,3
5544,praWama,gAminA,3
5545,Kara,aMSoH,1
5546,mUka,xarSaka,3
5547,mukwa,banXanAH,1
5548,na,saMgawasya,3
5549,mahaw,grAheNa,3
5550,sa,kaRtam,1
5551,akRaya,sAyakO,1
5552,uw,mArgeNa,3
5553,pakva,kapiwWam,3
5554,rawna,Kaciwam,3
5555,anXakAra,Avqwe,3
5556,su,cewAH,1
5557,karma,mUrwyAwmakaM,3
5558,paNdiwa,mahASayena,3
5559,anwima,icCA,3
5560,nir,saMjFaH,1
5561,a,wiwyakRuH,3
5562,mqw,suraBiH,3
5563,iwi,AKyam,1
5564,sanwAna,virahiwA,3
5565,SuRka,vEreByaH,1
5566,aXigawa,arWaH,1
5567,BAra,akrAnwam,3
5568,samAna,AwmA,1
5569,prahINa,SokaH,1
5570,Sakran,purogamAH,1
5571,na,wiWe,1
5572,bahu,uxakAH,1
5573,upa,sevanwe,0
5574,agni,balaM,3
5575,SuBaxawwa,nAmnA,1
